202/198 raw;Error;201/198 raw;Error;200/198 raw;Error;199/198 raw;Error;204/198 raw;Error;198/196 raw;Error;202/198 Tl corr;Error;201/198 Tl corr;Error;200/198 Tl corr;Error;199/198 Tl corr;Error;204/198 Tl corr;Error;198/196 Tl corr;Error;Total Hg beam;Error;Total Tl beam;Error;Fract;Error;Hg196 beam;Error;Hg198 beam;Error;Hg199 beam;Error;Hg200 beam;Error;Hg201 beam;Error;Hg202 beam;Error;Hg204 beam;Error;Tl203 beam;Error;Tl205 beam;Error;Pt195 beam;Error;Au197 beam;Error;Pb207 beam;Error;Pb204/Hg204;Error;Pt198/Hg198;Error;Pt196/Hg196;Error;Sample Name;Date and Time;File Number
3.024234E+00; { 1.92E-04 } ;1.333067E+00; { 7.01E-05 } ;2.329008E+00; { 7.52E-05 } ;1.696501E+00; { 2.91E-05 } ;7.001701E-01; { 6.11E-05 } ;6.585024E+01; { 1.09E-02 } ;2.967834E+00; { 6.27E-05 } ;1.314331E+00; { 1.99E-05 } ;2.307085E+00; { 6.32E-05 } ;1.688452E+00; { 2.00E-05 } ;6.807888E-01; { 2.51E-05 } ;6.522774E+01; { 1.04E-02 } ;1.192380E+01; { 8.71E-03 } ;2.588839E+01; { 4.61E-02 } ;-9.415887E-01; { 4.05E-03 } ;1.793072E-02; { 1.37E-05 } ;1.180818E+00; { 9.03E-04 } ;2.003243E+00; { 1.51E-03 } ;2.750084E+00; { 2.04E-03 } ;1.574059E+00; { 1.13E-03 } ;3.570917E+00; { 2.54E-03 } ;8.267459E-01; { 5.70E-04 } ;7.593679E+00; { 1.35E-02 } ;1.829471E+01; { 3.26E-02 } ;3.042823E-06; { 3.81E-06 } ;1.162357E-05; { 3.52E-06 } ;4.119448E-04; { 3.09E-06 } ;3.172875E-05; { 2.42E-07 } ;5.536008E-07; { 6.94E-07 } ;1.270350E-04; { 1.60E-04 } ;'NIST 10ppb' run on 16 March 2017 at 13:27;;
3.023588E+00; { 4.89E-05 } ;1.333052E+00; { 2.02E-05 } ;2.328996E+00; { 5.21E-05 } ;1.696569E+00; { 1.90E-05 } ;6.999602E-01; { 1.44E-05 } ;6.581084E+01; { 1.37E-02 } ;2.962401E+00; { 3.55E-05 } ;1.312736E+00; { 1.61E-05 } ;2.305200E+00; { 5.47E-05 } ;1.687851E+00; { 1.87E-05 } ;6.789459E-01; { 1.04E-05 } ;6.513182E+01; { 1.35E-02 } ;1.098448E+01; { 7.03E-03 } ;2.610961E+01; { 3.76E-02 } ;-1.020384E+00; { 8.58E-04 } ;1.653230E-02; { 1.15E-05 } ;1.087861E+00; { 7.05E-04 } ;1.845618E+00; { 1.19E-03 } ;2.533579E+00; { 1.63E-03 } ;1.450185E+00; { 9.25E-04 } ;3.289241E+00; { 2.09E-03 } ;7.614671E-01; { 4.81E-04 } ;7.654124E+00; { 1.10E-02 } ;1.845549E+01; { 2.66E-02 } ;9.325438E-06; { 3.54E-06 } ;5.499898E-05; { 1.19E-05 } ;3.790641E-04; { 3.39E-06 } ;3.164408E-05; { 2.81E-07 } ;1.843462E-06; { 7.01E-07 } ;4.225613E-04; { 1.61E-04 } ;'Fluka 10ppb' run on 16 March 2017 at 13:40;;
3.023141E+00; { 9.74E-05 } ;1.332655E+00; { 3.51E-05 } ;2.328726E+00; { 5.08E-05 } ;1.696377E+00; { 1.72E-05 } ;6.999047E-01; { 3.56E-05 } ;6.584323E+01; { 9.37E-03 } ;2.967715E+00; { 5.87E-05 } ;1.314241E+00; { 1.65E-05 } ;2.307190E+00; { 4.31E-05 } ;1.688480E+00; { 1.80E-05 } ;6.808493E-01; { 1.87E-05 } ;6.522754E+01; { 9.02E-03 } ;1.189157E+01; { 2.13E-03 } ;2.698111E+01; { 4.80E-02 } ;-9.244828E-01; { 2.50E-03 } ;1.788728E-02; { 4.24E-06 } ;1.177855E+00; { 2.04E-04 } ;1.998073E+00; { 3.49E-04 } ;2.742893E+00; { 5.00E-04 } ;1.569669E+00; { 2.82E-04 } ;3.560806E+00; { 6.46E-04 } ;8.243809E-01; { 1.58E-04 } ;7.914942E+00; { 1.40E-02 } ;1.906616E+01; { 3.40E-02 } ;2.591934E-05; { 4.02E-06 } ;1.926786E-05; { 3.91E-06 } ;4.029242E-04; { 2.88E-06 } ;3.110560E-05; { 2.21E-07 } ;4.725381E-06; { 7.33E-07 } ;1.085737E-03; { 1.68E-04 } ;'NIST 10ppb' run on 16 March 2017 at 13:53;;
3.019071E+00; { 5.73E-05 } ;1.331322E+00; { 2.63E-05 } ;2.327351E+00; { 6.03E-05 } ;1.695936E+00; { 1.81E-05 } ;6.985113E-01; { 2.24E-05 } ;6.566551E+01; { 1.12E-02 } ;2.963549E+00; { 4.93E-05 } ;1.312871E+00; { 2.27E-05 } ;2.305754E+00; { 6.45E-05 } ;1.688006E+00; { 1.61E-05 } ;6.794060E-01; { 1.31E-05 } ;6.505435E+01; { 1.05E-02 } ;1.136721E+01; { 1.50E-03 } ;2.694777E+01; { 5.96E-02 } ;-9.258374E-01; { 1.46E-03 } ;1.716286E-02; { 4.03E-06 } ;1.126862E+00; { 1.51E-04 } ;1.911099E+00; { 2.61E-04 } ;2.622734E+00; { 3.61E-04 } ;1.500236E+00; { 1.98E-04 } ;3.402125E+00; { 4.49E-04 } ;7.871752E-01; { 1.10E-04 } ;7.904959E+00; { 1.75E-02 } ;1.904281E+01; { 4.21E-02 } ;2.732944E-05; { 2.78E-06 } ;1.400051E-05; { 4.22E-06 } ;4.026197E-04; { 4.11E-06 } ;3.254770E-05; { 3.33E-07 } ;5.207308E-06; { 5.29E-07 } ;1.193877E-03; { 1.21E-04 } ;'Fluka 10ppb' run on 16 March 2017 at 14:05;;
3.026060E+00; { 7.43E-05 } ;1.333725E+00; { 2.79E-05 } ;2.329993E+00; { 5.11E-05 } ;1.696811E+00; { 1.63E-05 } ;7.008644E-01; { 2.70E-05 } ;6.573430E+01; { 1.42E-02 } ;2.966893E+00; { 3.84E-05 } ;1.314067E+00; { 1.50E-05 } ;2.307010E+00; { 4.66E-05 } ;1.688373E+00; { 1.66E-05 } ;6.805170E-01; { 1.41E-05 } ;6.507978E+01; { 1.39E-02 } ;1.178826E+01; { 7.40E-03 } ;2.692540E+01; { 6.49E-02 } ;-9.858255E-01; { 1.71E-03 } ;1.775597E-02; { 1.24E-05 } ;1.166857E+00; { 7.49E-04 } ;1.979926E+00; { 1.26E-03 } ;2.718781E+00; { 1.72E-03 } ;1.556248E+00; { 9.70E-04 } ;3.530911E+00; { 2.19E-03 } ;8.177845E-01; { 4.98E-04 } ;7.895247E+00; { 1.91E-02 } ;1.903015E+01; { 4.59E-02 } ;1.136158E-05; { 3.41E-06 } ;-2.904316E-06; { 4.26E-06 } ;3.879700E-04; { 1.61E-06 } ;3.017163E-05; { 1.28E-07 } ;2.090589E-06; { 6.29E-07 } ;4.791232E-04; { 1.44E-04 } ;'NIST 10ppb' run on 16 March 2017 at 14:18;;
3.021924E+00; { 5.06E-04 } ;1.332013E+00; { 2.03E-04 } ;2.328446E+00; { 2.04E-04 } ;1.696214E+00; { 6.55E-05 } ;6.993982E-01; { 1.68E-04 } ;6.584260E+01; { 1.41E-02 } ;2.970704E+00; { 5.01E-04 } ;1.314998E+00; { 1.33E-04 } ;2.308533E+00; { 2.05E-04 } ;1.688922E+00; { 8.35E-05 } ;6.817762E-01; { 1.78E-04 } ;6.527773E+01; { 1.57E-02 } ;1.155290E+01; { 2.49E-02 } ;2.337105E+01; { 9.23E-02 } ;-8.537404E-01; { 1.67E-02 } ;1.738850E-02; { 3.62E-05 } ;1.144615E+00; { 2.35E-03 } ;1.941517E+00; { 4.05E-03 } ;2.665188E+00; { 5.67E-03 } ;1.524657E+00; { 3.34E-03 } ;3.458977E+00; { 7.63E-03 } ;8.005541E-01; { 1.82E-03 } ;6.858912E+00; { 2.64E-02 } ;1.651214E+01; { 6.60E-02 } ;2.095648E-05; { 3.79E-06 } ;2.915395E-05; { 5.28E-06 } ;3.796633E-04; { 4.67E-06 } ;3.022134E-05; { 4.21E-07 } ;3.935847E-06; { 7.10E-07 } ;9.050363E-04; { 1.63E-04 } ;'NIST (retuning)' run on 16 March 2017 at 14:52;;
3.025487E+00; { 4.86E-05 } ;1.333421E+00; { 2.38E-05 } ;2.329649E+00; { 4.98E-05 } ;1.696665E+00; { 2.02E-05 } ;7.007042E-01; { 1.56E-05 } ;6.576949E+01; { 1.30E-02 } ;2.967254E+00; { 5.18E-05 } ;1.314064E+00; { 1.97E-05 } ;2.306949E+00; { 4.70E-05 } ;1.688368E+00; { 1.99E-05 } ;6.806471E-01; { 1.87E-05 } ;6.512336E+01; { 1.28E-02 } ;1.165243E+01; { 2.16E-03 } ;2.340063E+01; { 8.17E-02 } ;-9.712073E-01; { 1.16E-03 } ;1.753451E-02; { 3.89E-06 } ;1.153571E+00; { 2.16E-04 } ;1.957235E+00; { 3.64E-04 } ;2.687406E+00; { 5.16E-04 } ;1.538200E+00; { 2.82E-04 } ;3.490156E+00; { 6.40E-04 } ;8.083922E-01; { 1.35E-04 } ;6.862322E+00; { 2.39E-02 } ;1.653831E+01; { 5.77E-02 } ;3.146899E-06; { 3.21E-06 } ;2.271664E-05; { 4.80E-06 } ;3.567011E-04; { 2.42E-06 } ;2.806548E-05; { 1.90E-07 } ;5.863635E-07; { 5.98E-07 } ;1.344249E-04; { 1.37E-04 } ;'NIST (retuning)' run on 16 March 2017 at 15:01;;
3.022882E+00; { 7.12E-05 } ;1.332686E+00; { 2.68E-05 } ;2.328879E+00; { 7.19E-05 } ;1.696469E+00; { 1.78E-05 } ;6.997898E-01; { 2.31E-05 } ;6.586042E+01; { 1.50E-02 } ;2.962565E+00; { 3.69E-05 } ;1.312626E+00; { 1.39E-05 } ;2.305410E+00; { 6.34E-05 } ;1.687850E+00; { 1.54E-05 } ;6.790460E-01; { 1.36E-05 } ;6.519062E+01; { 1.45E-02 } ;1.102032E+01; { 6.03E-03 } ;2.322984E+01; { 6.15E-02 } ;-1.006669E+00; { 1.50E-03 } ;1.658091E-02; { 1.08E-05 } ;1.091567E+00; { 6.13E-04 } ;1.851793E+00; { 1.03E-03 } ;2.542097E+00; { 1.40E-03 } ;1.454715E+00; { 7.94E-04 } ;3.299704E+00; { 1.78E-03 } ;7.638668E-01; { 4.08E-04 } ;6.810587E+00; { 1.80E-02 } ;1.641926E+01; { 4.35E-02 } ;1.970153E-05; { 4.14E-06 } ;2.624615E-05; { 3.91E-06 } ;3.492226E-04; { 2.44E-06 } ;2.905965E-05; { 1.98E-07 } ;3.876803E-06; { 8.16E-07 } ;8.908312E-04; { 1.87E-04 } ;'Fluka 10 ppb' run on 16 March 2017 at 15:13;;
3.028600E+00; { 5.17E-05 } ;1.334657E+00; { 2.15E-05 } ;2.330774E+00; { 4.28E-05 } ;1.697134E+00; { 1.81E-05 } ;7.017626E-01; { 1.84E-05 } ;6.585138E+01; { 1.64E-02 } ;2.966358E+00; { 3.38E-05 } ;1.313977E+00; { 1.56E-05 } ;2.306592E+00; { 3.68E-05 } ;1.688272E+00; { 1.68E-05 } ;6.803589E-01; { 1.21E-05 } ;6.516710E+01; { 1.54E-02 } ;1.133879E+01; { 7.37E-03 } ;2.290066E+01; { 6.83E-02 } ;-1.036689E+00; { 9.86E-04 } ;1.702871E-02; { 1.22E-05 } ;1.121754E+00; { 7.38E-04 } ;1.903768E+00; { 1.25E-03 } ;2.615309E+00; { 1.57E-03 } ;1.497138E+00; { 9.70E-04 } ;3.397344E+00; { 2.20E-03 } ;7.872052E-01; { 5.03E-04 } ;6.712637E+00; { 2.00E-02 } ;1.618802E+01; { 4.83E-02 } ;1.158307E-05; { 3.15E-06 } ;4.016360E-05; { 4.73E-06 } ;3.352874E-04; { 2.14E-06 } ;2.723855E-05; { 1.66E-07 } ;2.221778E-06; { 6.05E-07 } ;4.585575E-04; { 1.33E-04 } ;'NIST 10 ppb' run on 16 March 2017 at 15:26;;
3.021861E+00; { 7.03E-05 } ;1.332288E+00; { 2.97E-05 } ;2.328454E+00; { 5.93E-05 } ;1.696286E+00; { 1.80E-05 } ;6.994492E-01; { 2.30E-05 } ;6.577769E+01; { 1.74E-02 } ;2.962867E+00; { 4.41E-05 } ;1.312689E+00; { 1.56E-05 } ;2.305487E+00; { 5.51E-05 } ;1.687866E+00; { 1.76E-05 } ;6.791649E-01; { 1.58E-05 } ;6.512260E+01; { 1.74E-02 } ;1.107499E+01; { 3.90E-03 } ;2.363072E+01; { 3.71E-02 } ;-9.840125E-01; { 1.39E-03 } ;1.667976E-02; { 7.78E-06 } ;1.097240E+00; { 3.95E-04 } ;1.861219E+00; { 6.71E-04 } ;2.554878E+00; { 9.15E-04 } ;1.461828E+00; { 5.10E-04 } ;3.315678E+00; { 1.15E-03 } ;7.674645E-01; { 2.63E-04 } ;6.929128E+00; { 1.09E-02 } ;1.670159E+01; { 2.62E-02 } ;2.183381E-05; { 2.83E-06 } ;1.885170E-05; { 5.00E-06 } ;3.521683E-04; { 3.47E-06 } ;2.918763E-05; { 2.90E-07 } ;4.277130E-06; { 5.55E-07 } ;9.814234E-04; { 1.27E-04 } ;'Fluka 10 ppb' run on 16 March 2017 at 15:39;;
3.027347E+00; { 5.86E-05 } ;1.334116E+00; { 2.70E-05 } ;2.330166E+00; { 5.42E-05 } ;1.696929E+00; { 1.81E-05 } ;7.013322E-01; { 2.27E-05 } ;6.585053E+01; { 1.17E-02 } ;2.966782E+00; { 4.09E-05 } ;1.313988E+00; { 1.76E-05 } ;2.306621E+00; { 5.25E-05 } ;1.688313E+00; { 1.45E-05 } ;6.804924E-01; { 1.36E-05 } ;6.517850E+01; { 1.14E-02 } ;1.146411E+01; { 3.75E-03 } ;2.347005E+01; { 5.80E-02 } ;-1.009091E+00; { 1.22E-03 } ;1.722951E-02; { 6.64E-06 } ;1.134502E+00; { 3.82E-04 } ;1.925173E+00; { 6.32E-04 } ;2.643520E+00; { 8.92E-04 } ;1.513540E+00; { 4.86E-04 } ;3.434491E+00; { 1.10E-03 } ;7.956551E-01; { 2.51E-04 } ;6.880846E+00; { 1.70E-02 } ;1.658920E+01; { 4.10E-02 } ;5.050183E-06; { 3.38E-06 } ;2.520424E-05; { 4.13E-06 } ;3.582186E-04; { 2.96E-06 } ;2.862715E-05; { 2.36E-07 } ;9.584115E-07; { 6.41E-07 } ;2.199705E-04; { 1.47E-04 } ;'NIST 10 ppb' run on 16 March 2017 at 15:52;;
3.025576E+00; { 5.76E-05 } ;1.333553E+00; { 2.43E-05 } ;2.329897E+00; { 6.71E-05 } ;1.696766E+00; { 2.13E-05 } ;7.007370E-01; { 1.88E-05 } ;6.585315E+01; { 1.29E-02 } ;2.964142E+00; { 3.71E-05 } ;1.313164E+00; { 1.71E-05 } ;2.306024E+00; { 6.36E-05 } ;1.688019E+00; { 1.77E-05 } ;6.796070E-01; { 1.43E-05 } ;6.517143E+01; { 1.29E-02 } ;1.126735E+01; { 5.17E-03 } ;2.324843E+01; { 9.14E-02 } ;-1.023795E+00; { 1.00E-03 } ;1.693375E-02; { 9.65E-06 } ;1.115407E+00; { 5.25E-04 } ;1.892559E+00; { 8.77E-04 } ;2.598742E+00; { 1.20E-03 } ;1.487441E+00; { 6.77E-04 } ;3.374684E+00; { 1.53E-03 } ;7.815822E-01; { 3.49E-04 } ;6.815169E+00; { 2.68E-02 } ;1.643326E+01; { 6.46E-02 } ;-4.817618E-06; { 2.82E-06 } ;4.151816E-07; { 3.90E-06 } ;3.397446E-04; { 3.66E-06 } ;2.765144E-05; { 2.97E-07 } ;-9.326799E-07; { 5.46E-07 } ;-2.143328E-04; { 1.25E-04 } ;'N8 C2-02-03 10 ppb' run on 16 March 2017 at 16:05;;
3.029837E+00; { 8.41E-05 } ;1.335065E+00; { 3.23E-05 } ;2.331680E+00; { 6.30E-05 } ;1.697356E+00; { 2.04E-05 } ;7.021965E-01; { 3.25E-05 } ;6.577904E+01; { 1.31E-02 } ;2.966320E+00; { 3.82E-05 } ;1.313992E+00; { 1.51E-05 } ;2.306956E+00; { 5.42E-05 } ;1.688333E+00; { 1.92E-05 } ;6.803346E-01; { 1.53E-05 } ;6.507566E+01; { 1.29E-02 } ;1.111214E+01; { 1.49E-02 } ;2.278323E+01; { 7.69E-02 } ;-1.058106E+00; { 1.68E-03 } ;1.671158E-02; { 2.33E-05 } ;1.098988E+00; { 1.49E-03 } ;1.865376E+00; { 2.52E-03 } ;2.562424E+00; { 3.44E-03 } ;1.467219E+00; { 1.96E-03 } ;3.329725E+00; { 4.43E-03 } ;7.716946E-01; { 1.01E-03 } ;6.677252E+00; { 2.25E-02 } ;1.610598E+01; { 5.44E-02 } ;2.007984E-05; { 3.00E-06 } ;3.099401E-05; { 2.66E-06 } ;3.407678E-04; { 3.60E-06 } ;2.806103E-05; { 2.92E-07 } ;3.932981E-06; { 5.87E-07 } ;9.016133E-04; { 1.35E-04 } ;'NIST 10 ppb' run on 16 March 2017 at 16:18;;
3.029525E+00; { 3.69E-05 } ;1.334947E+00; { 2.36E-05 } ;2.331180E+00; { 5.13E-05 } ;1.697202E+00; { 1.52E-05 } ;7.020715E-01; { 1.46E-05 } ;6.593679E+01; { 1.34E-02 } ;2.965554E+00; { 3.24E-05 } ;1.313685E+00; { 1.81E-05 } ;2.306302E+00; { 4.81E-05 } ;1.688086E+00; { 1.35E-05 } ;6.800557E-01; { 1.14E-05 } ;6.523104E+01; { 1.38E-02 } ;1.103456E+01; { 7.25E-03 } ;2.284867E+01; { 3.60E-02 } ;-1.066301E+00; { 6.46E-04 } ;1.654633E-02; { 1.17E-05 } ;1.091781E+00; { 6.64E-04 } ;1.852397E+00; { 1.23E-03 } ;2.545093E+00; { 1.52E-03 } ;1.457007E+00; { 9.53E-04 } ;3.306569E+00; { 2.17E-03 } ;7.665054E-01; { 4.55E-04 } ;6.696066E+00; { 1.06E-02 } ;1.615261E+01; { 2.54E-02 } ;8.270882E-06; { 3.77E-06 } ;3.766248E-05; { 4.72E-06 } ;3.250938E-04; { 2.56E-06 } ;2.696228E-05; { 2.05E-07 } ;1.635834E-06; { 7.43E-07 } ;3.755604E-04; { 1.71E-04 } ;'N4 D-05-04 10 ppb' run on 16 March 2017 at 16:30;;
3.026116E+00; { 6.97E-05 } ;1.333676E+00; { 2.53E-05 } ;2.330106E+00; { 7.89E-05 } ;1.696776E+00; { 1.95E-05 } ;7.009486E-01; { 2.22E-05 } ;6.585136E+01; { 1.39E-02 } ;2.967649E+00; { 6.51E-05 } ;1.314237E+00; { 2.26E-05 } ;2.307327E+00; { 7.29E-05 } ;1.688476E+00; { 1.76E-05 } ;6.808355E-01; { 2.25E-05 } ;6.520283E+01; { 1.40E-02 } ;1.155265E+01; { 2.71E-03 } ;2.342515E+01; { 7.36E-02 } ;-9.756266E-01; { 1.95E-03 } ;1.736249E-02; { 6.12E-06 } ;1.143534E+00; { 2.79E-04 } ;1.940324E+00; { 4.65E-04 } ;2.664465E+00; { 6.32E-04 } ;1.525066E+00; { 3.56E-04 } ;3.460369E+00; { 7.97E-04 } ;8.015220E-01; { 1.86E-04 } ;6.869355E+00; { 2.15E-02 } ;1.655580E+01; { 5.20E-02 } ;9.891190E-06; { 2.76E-06 } ;6.884250E-06; { 4.18E-06 } ;3.455263E-04; { 2.74E-06 } ;2.742285E-05; { 2.17E-07 } ;1.857853E-06; { 5.18E-07 } ;4.266169E-04; { 1.19E-04 } ;'NIST 10 ppb' run on 16 March 2017 at 16:43;;
3.028943E+00; { 3.79E-05 } ;1.334656E+00; { 1.61E-05 } ;2.331326E+00; { 4.54E-05 } ;1.697083E+00; { 1.60E-05 } ;7.018737E-01; { 1.19E-05 } ;6.591402E+01; { 1.18E-02 } ;2.966325E+00; { 3.95E-05 } ;1.313847E+00; { 1.84E-05 } ;2.306960E+00; { 4.90E-05 } ;1.688163E+00; { 1.60E-05 } ;6.803182E-01; { 1.29E-05 } ;6.521895E+01; { 1.16E-02 } ;1.119683E+01; { 4.06E-03 } ;2.327462E+01; { 2.85E-02 } ;-1.044146E+00; { 6.12E-04 } ;1.680583E-02; { 7.70E-06 } ;1.107612E+00; { 4.07E-04 } ;1.879703E+00; { 6.88E-04 } ;2.582161E+00; { 9.40E-04 } ;1.478274E+00; { 5.33E-04 } ;3.354878E+00; { 1.21E-03 } ;7.773987E-01; { 2.76E-04 } ;6.821955E+00; { 8.37E-03 } ;1.645267E+01; { 2.02E-02 } ;7.925585E-06; { 4.00E-06 } ;2.358314E-05; { 4.13E-06 } ;3.207259E-04; { 3.56E-06 } ;2.621295E-05; { 2.92E-07 } ;1.542828E-06; { 7.78E-07 } ;3.541932E-04; { 1.79E-04 } ;'N11 E-01-03 10 ppb' run on 16 March 2017 at 16:57;;
3.029689E+00; { 4.02E-05 } ;1.335005E+00; { 1.77E-05 } ;2.331561E+00; { 5.42E-05 } ;1.697271E+00; { 1.75E-05 } ;7.021422E-01; { 1.46E-05 } ;6.584795E+01; { 1.56E-02 } ;2.966605E+00; { 3.70E-05 } ;1.314043E+00; { 1.66E-05 } ;2.307091E+00; { 5.83E-05 } ;1.688307E+00; { 1.88E-05 } ;6.804339E-01; { 1.25E-05 } ;6.514902E+01; { 1.53E-02 } ;1.117061E+01; { 4.91E-03 } ;2.289654E+01; { 4.94E-02 } ;-1.050498E+00; { 7.47E-04 } ;1.677603E-02; { 1.07E-05 } ;1.104820E+00; { 4.91E-04 } ;1.875202E+00; { 8.23E-04 } ;2.575987E+00; { 1.15E-03 } ;1.474916E+00; { 6.45E-04 } ;3.347183E+00; { 1.46E-03 } ;7.757204E-01; { 3.36E-04 } ;6.710838E+00; { 1.45E-02 } ;1.618570E+01; { 3.49E-02 } ;1.455996E-05; { 3.25E-06 } ;2.657857E-05; { 3.68E-06 } ;3.194534E-04; { 3.14E-06 } ;2.618421E-05; { 2.57E-07 } ;2.841391E-06; { 6.33E-07 } ;6.518789E-04; { 1.45E-04 } ;'NIST 10 ppb' run on 16 March 2017 at 17:10;;
3.025765E+00; { 4.74E-05 } ;1.333770E+00; { 2.09E-05 } ;2.329861E+00; { 4.69E-05 } ;1.696883E+00; { 2.35E-05 } ;7.007366E-01; { 1.44E-05 } ;6.578804E+01; { 1.44E-02 } ;2.962307E+00; { 4.91E-05 } ;1.312680E+00; { 2.05E-05 } ;2.305131E+00; { 4.33E-05 } ;1.687837E+00; { 2.30E-05 } ;6.789274E-01; { 1.53E-05 } ;6.507834E+01; { 1.50E-02 } ;1.065996E+01; { 5.12E-03 } ;2.307160E+01; { 3.19E-02 } ;-1.058098E+00; { 7.70E-04 } ;1.604274E-02; { 1.00E-05 } ;1.055224E+00; { 5.13E-04 } ;1.790591E+00; { 8.64E-04 } ;2.458468E+00; { 1.18E-03 } ;1.407403E+00; { 6.74E-04 } ;3.192790E+00; { 1.53E-03 } ;7.394411E-01; { 3.51E-04 } ;6.761783E+00; { 9.35E-03 } ;1.630981E+01; { 2.25E-02 } ;5.019676E-06; { 3.47E-06 } ;-3.381444E-06; { 4.96E-06 } ;3.334458E-04; { 3.79E-06 } ;2.867787E-05; { 3.22E-07 } ;1.026761E-06; { 7.10E-07 } ;2.352128E-04; { 1.63E-04 } ;'Fluka 10ppb' run on 16 March 2017 at 17:22;;
3.029094E+00; { 5.95E-05 } ;1.334768E+00; { 2.40E-05 } ;2.331257E+00; { 5.80E-05 } ;1.697178E+00; { 2.10E-05 } ;7.019275E-01; { 1.86E-05 } ;6.580097E+01; { 1.19E-02 } ;2.966737E+00; { 5.36E-05 } ;1.314054E+00; { 1.76E-05 } ;2.306984E+00; { 5.70E-05 } ;1.688309E+00; { 2.12E-05 } ;6.804723E-01; { 1.45E-05 } ;6.510967E+01; { 1.15E-02 } ;1.125441E+01; { 6.71E-03 } ;2.288644E+01; { 6.06E-02 } ;-1.038383E+00; { 1.21E-03 } ;1.691967E-02; { 1.17E-05 } ;1.113266E+00; { 6.73E-04 } ;1.889398E+00; { 1.14E-03 } ;2.595261E+00; { 1.56E-03 } ;1.485955E+00; { 8.80E-04 } ;3.372163E+00; { 1.99E-03 } ;7.814444E-01; { 4.55E-04 } ;6.708369E+00; { 1.78E-02 } ;1.617807E+01; { 4.28E-02 } ;5.194404E-06; { 2.75E-06 } ;1.426984E-05; { 4.26E-06 } ;3.299756E-04; { 2.28E-06 } ;2.685465E-05; { 1.85E-07 } ;1.002741E-06; { 5.32E-07 } ;2.300882E-04; { 1.22E-04 } ;'NIST 10ppb' run on 16 March 2017 at 17:35;;
3.030683E+00; { 5.12E-05 } ;1.335331E+00; { 1.98E-05 } ;2.332030E+00; { 6.09E-05 } ;1.697402E+00; { 2.40E-05 } ;7.024733E-01; { 1.50E-05 } ;6.591309E+01; { 1.83E-02 } ;2.966127E+00; { 4.85E-05 } ;1.313875E+00; { 1.69E-05 } ;2.306910E+00; { 5.46E-05 } ;1.688216E+00; { 2.21E-05 } ;6.802689E-01; { 1.50E-05 } ;6.519698E+01; { 1.80E-02 } ;9.763122E+00; { 1.12E-02 } ;2.245510E+01; { 6.35E-02 } ;-1.074886E+00; { 1.02E-03 } ;1.464718E-02; { 1.67E-05 } ;9.653950E-01; { 1.11E-03 } ;1.638671E+00; { 1.88E-03 } ;2.251269E+00; { 2.57E-03 } ;1.289129E+00; { 1.47E-03 } ;2.925825E+00; { 3.34E-03 } ;6.781859E-01; { 7.67E-04 } ;6.580327E+00; { 1.86E-02 } ;1.587478E+01; { 4.49E-02 } ;1.474207E-06; { 3.77E-06 } ;2.758683E-05; { 4.35E-06 } ;3.291106E-04; { 3.72E-06 } ;3.079775E-05; { 3.51E-07 } ;3.317505E-07; { 8.43E-07 } ;7.585467E-05; { 1.94E-04 } ;'N13 C2-01-02 10 ppb' run on 16 March 2017 at 17:47;;
3.031958E+00; { 4.75E-05 } ;1.335841E+00; { 2.08E-05 } ;2.332329E+00; { 6.62E-05 } ;1.697655E+00; { 2.33E-05 } ;7.029152E-01; { 1.60E-05 } ;6.593979E+01; { 1.55E-02 } ;2.966441E+00; { 4.47E-05 } ;1.314066E+00; { 2.08E-05 } ;2.306855E+00; { 6.28E-05 } ;1.688318E+00; { 2.29E-05 } ;6.803451E-01; { 1.17E-05 } ;6.521253E+01; { 1.53E-02 } ;1.070129E+01; { 7.45E-03 } ;2.233314E+01; { 3.25E-02 } ;-1.091315E+00; { 6.89E-04 } ;1.604498E-02; { 1.25E-05 } ;1.057884E+00; { 7.43E-04 } ;1.795906E+00; { 1.26E-03 } ;2.467279E+00; { 1.72E-03 } ;1.413153E+00; { 9.86E-04 } ;3.207433E+00; { 2.22E-03 } ;7.435913E-01; { 5.12E-04 } ;6.543843E+00; { 9.51E-03 } ;1.578930E+01; { 2.29E-02 } ;3.727053E-06; { 3.24E-06 } ;8.971301E-06; { 4.04E-06 } ;3.120288E-04; { 2.55E-06 } ;2.667524E-05; { 2.10E-07 } ;7.524135E-07; { 6.62E-07 } ;1.726891E-04; { 1.52E-04 } ;'NIST 10 ppb' run on 16 March 2017 at 18:00;;
